resourcename,capacity,pval,samples,minelcc,maxelcc,zoneEUE,zoneLOLE
AECIZUtilitySolar,500,0.2,1000,48,50,1.2706766503999999e7,8353.705999999998
ATCUtilitySolar,500,0.2,1000,0,500,17977.775999999998,22.924000000000003
CBPC-NIPCOUtilitySolar,500,0.2,1000,97,101,1.0271388690000001e6,3346.024000000001
CONSUtilitySolar,500,0.2,1000,406,421,790892.4719999998,665.2570000000001
DECOUtilitySolar,500,0.2,1000,0,500,288.93500000000006,0.514
EES-ARKUtilitySolar,500,0.2,1000,0,500,1261.0339999999999,2.7150000000000003
EES-TXUtilitySolar,500,0.2,1000,234,242,587554.322,1236.4199999999998
IA-EUtilitySolar,500,0.2,1000,234,242,1.0781292610000002e6,1010.1600000000001
IL-CUtilitySolar,500,0.2,1000,250,500,31027.988,40.382
IN-CUtilitySolar,500,0.2,1000,0,500,0.0,0.0
IN-SUtilitySolar,500,0.2,1000,0,500,0.0,0.0
LA-GULFUtilitySolar,500,0.2,1000,73,77,4.882821706000001e6,4714.66
LA-NUtilitySolar,500,0.2,1000,0,500,8186.8510000000015,17.278999999999996
MECUtilitySolar,500,0.2,1000,210,218,1.9399822259999998e6,1208.2179999999998
MISO-MOUtilitySolar,500,0.2,1000,390,406,1.0276345090000002e6,838.9080000000001
MISO-MSUtilitySolar,500,0.2,1000,140,148,1.3667607319999996e6,2044.3149999999998
MN-CUtilitySolar,500,0.2,1000,484,500,84716.28700000001,201.97099999999998
MN-NEUtilitySolar,500,0.2,1000,437,500,3591.979,17.298000000000002
MN-SEUtilitySolar,500,0.2,1000,437,500,155858.18300000002,102.21099999999998
NIPSUtilitySolar,500,0.2,1000,0,500,64.02699999999999,0.42099999999999993
SIPCUtilitySolar,500,0.2,1000,300,304,125.91799999999999,4.188999999999999
UPPCUtilitySolar,500,0.2,1000,42,44,424477.60699999996,7810.521
