resourcename,capacity,pval,samples,minelcc,maxelcc,zoneEUE,zoneLOLE
AECIZUtilitySolar,500,0.2,1000,125,187,446.44000000000005,0.5599999999999999
ATCUtilitySolar,500,0.2,1000,125,187,20.389999999999997,0.06100000000000002
CBPC-NIPCOUtilitySolar,500,0.2,1000,125,187,217.32199999999997,0.9869999999999999
CONSUtilitySolar,500,0.2,1000,62,125,19.178,0.062000000000000006
DECOUtilitySolar,500,0.2,1000,125,187,0.04400000000000001,0.0019999999999999996
EES-ARKUtilitySolar,500,0.2,1000,62,125,3.5930000000000013,0.015000000000000001
EES-TXUtilitySolar,500,0.2,1000,125,187,1304.783,1.8639999999999999
IA-EUtilitySolar,500,0.2,1000,125,187,75.02900000000001,0.17500000000000002
IL-CUtilitySolar,500,0.2,1000,125,187,3.7149999999999994,0.016
IN-CUtilitySolar,500,0.2,1000,62,125,0.0,0.0
IN-SUtilitySolar,500,0.2,1000,62,125,0.0,0.0
LA-GULFUtilitySolar,500,0.2,1000,125,187,1862.5010000000002,2.29
LA-NUtilitySolar,500,0.2,1000,125,187,145.30100000000004,0.29900000000000004
MECUtilitySolar,500,0.2,1000,125,187,1259.512,1.274
MISO-MOUtilitySolar,500,0.2,1000,125,187,22.580999999999996,0.08500000000000002
MISO-MSUtilitySolar,500,0.2,1000,62,125,521.4820000000001,1.144
MN-CUtilitySolar,500,0.2,1000,125,187,60.44799999999999,0.234
MN-NEUtilitySolar,500,0.2,1000,125,187,2.264,0.019000000000000003
MN-SEUtilitySolar,500,0.2,1000,125,187,460.278,0.526
NIPSUtilitySolar,500,0.2,1000,125,187,0.0,0.0
SIPCUtilitySolar,500,0.2,1000,62,125,0.009,0.003999999999999999
UPPCUtilitySolar,500,0.2,1000,62,125,12.436,0.16399999999999998
