resourcename,capacity,pval,samples,minelcc,maxelcc,zoneEUE,zoneLOLE
AECIZUtilitySolar,500,0.2,1000,218,226,714388.091,705.6389999999998
ATCUtilitySolar,500,0.2,1000,375,500,2021.0259999999998,2.4939999999999998
CBPC-NIPCOUtilitySolar,500,0.2,1000,468,500,2978.7410000000004,6.7700000000000005
CONSUtilitySolar,500,0.2,1000,0,500,2976.3979999999997,3.089000000000001
DECOUtilitySolar,500,0.2,1000,0,500,23.609999999999996,0.05300000000000001
EES-ARKUtilitySolar,500,0.2,1000,468,500,1552.606,3.219
EES-TXUtilitySolar,500,0.2,1000,296,304,114087.079,242.993
IA-EUtilitySolar,500,0.2,1000,437,500,2514.9529999999995,3.1270000000000002
IL-CUtilitySolar,500,0.2,1000,250,500,210.58399999999997,0.463
IN-CUtilitySolar,500,0.2,1000,0,500,0.0,0.0
IN-SUtilitySolar,500,0.2,1000,0,500,0.0,0.0
LA-GULFUtilitySolar,500,0.2,1000,125,132,1.1124900799999996e6,1177.9880000000003
LA-NUtilitySolar,500,0.2,1000,484,500,10743.104999999998,20.128
MECUtilitySolar,500,0.2,1000,468,500,146518.529,76.62000000000002
MISO-MOUtilitySolar,500,0.2,1000,484,500,59648.94500000001,85.71300000000002
MISO-MSUtilitySolar,500,0.2,1000,242,250,217229.86899999998,297.756
MN-CUtilitySolar,500,0.2,1000,437,500,1260.08,2.414
MN-NEUtilitySolar,500,0.2,1000,375,500,156.42499999999995,0.6479999999999999
MN-SEUtilitySolar,500,0.2,1000,437,500,9267.539,6.556
NIPSUtilitySolar,500,0.2,1000,0,500,0.31599999999999984,0.003999999999999999
SIPCUtilitySolar,500,0.2,1000,484,500,0.4170000000000001,0.004999999999999998
UPPCUtilitySolar,500,0.2,1000,437,500,259.159,2.162
