resourcename,capacity,energy,pval,samples,minelcc,maxelcc,ZoneEUE,ZoneLOLE
AECIZ6hour,500,3000,0.2,1000,25,27,1.2756630238e7,8359.133
ATC6hour,500,3000,0.2,1000,0,500,17790.326,22.886999999999997
CBPC-NIPCO6hour,500,3000,0.2,1000,69,73,1.026867548e6,3345.5520000000006
CONS6hour,500,3000,0.2,1000,312,327,778900.566,659.878
DECO6hour,500,3000,0.2,1000,0,500,304.36099999999993,0.559
EES-ARK6hour,500,3000,0.2,1000,0,500,1055.876,2.449
EES-TX6hour,500,3000,0.2,1000,156,163,592773.5470000001,1248.648
IA-E6hour,500,3000,0.2,1000,163,171,1.076401182e6,1010.1060000000001
IL-C6hour,500,3000,0.2,1000,250,500,32767.641000000003,42.042
IN-C6hour,500,3000,0.2,1000,0,500,0.0,0.0
IN-S6hour,500,3000,0.2,1000,0,500,0.0,0.0
LA-GULF6hour,500,3000,0.2,1000,50,54,4.888113949999999e6,4722.974
LA-N6hour,500,3000,0.2,1000,0,500,8263.35,17.180999999999997
MEC6hour,500,3000,0.2,1000,140,148,1.9362229620000003e6,1207.369
MISO-MO6hour,500,3000,0.2,1000,281,296,1.0180701100000002e6,833.854
MISO-MS6hour,500,3000,0.2,1000,109,117,1.3827184730000002e6,2048.174
MN-C6hour,500,3000,0.2,1000,421,437,85242.03,203.10299999999998
MN-NE6hour,500,3000,0.2,1000,437,500,3753.6440000000002,18.141
MN-SE6hour,500,3000,0.2,1000,437,500,154841.86500000002,101.031
NIPS6hour,500,3000,0.2,1000,0,500,106.47200000000001,0.52
SIPC6hour,500,3000,0.2,1000,296,300,118.56,3.9349999999999996
UPPC6hour,500,3000,0.2,1000,31,34,424481.414,7808.377
