resourcename,capacity,energy,pval,samples,minelcc,maxelcc,ZoneEUE,ZoneLOLE
AECIZ6hour,500,3000,0.2,1000,7,15,602015.9519999999,665.9249999999998
ATC6hour,500,3000,0.2,1000,250,500,1018.4060000000001,2.1370000000000005
CBPC-NIPCO6hour,500,3000,0.2,1000,77,93,12760.992000000004,44.356000000000016
CONS6hour,500,3000,0.2,1000,0,500,4186.797,7.518000000000002
DECO6hour,500,3000,0.2,1000,0,500,0.6970000000000003,0.0030000000000000005
EES-ARK6hour,500,3000,0.2,1000,156,187,1534.8410000000001,3.9389999999999996
EES-TX6hour,500,3000,0.2,1000,46,62,101275.36399999999,201.93599999999998
IA-E6hour,500,3000,0.2,1000,62,125,2764.907000000001,7.815999999999998
IL-C6hour,500,3000,0.2,1000,0,500,25.452,0.079
IN-C6hour,500,3000,0.2,1000,0,500,0.0,0.0
IN-S6hour,500,3000,0.2,1000,0,500,0.0,0.0
LA-GULF6hour,500,3000,0.2,1000,7,15,799898.2720000001,1006.318
LA-N6hour,500,3000,0.2,1000,93,125,8850.719,18.29
MEC6hour,500,3000,0.2,1000,46,62,495754.65699999995,465.09600000000006
MISO-MO6hour,500,3000,0.2,1000,62,93,33551.232,59.867999999999995
MISO-MS6hour,500,3000,0.2,1000,31,38,245026.53699999998,445.904
MN-C6hour,500,3000,0.2,1000,250,312,805.0819999999999,3.4970000000000003
MN-NE6hour,500,3000,0.2,1000,250,375,108.809,0.7740000000000001
MN-SE6hour,500,3000,0.2,1000,375,437,31533.058999999994,29.896
NIPS6hour,500,3000,0.2,1000,0,500,0.0,0.0
SIPC6hour,500,3000,0.2,1000,312,343,0.0,0.0
UPPC6hour,500,3000,0.2,1000,375,437,256.03299999999996,2.7419999999999995
