resourcename,capacity,pval,samples,minelcc,maxelcc,zoneEUE,zoneLOLE
AECIZUtilitySolar,500,0.2,1000,58,62,4.457696674e6,4127.315
ATCUtilitySolar,500,0.2,1000,0,500,5154.201,8.005999999999998
CBPC-NIPCOUtilitySolar,500,0.2,1000,234,242,77298.783,332.8739999999999
CONSUtilitySolar,500,0.2,1000,437,500,136508.03600000002,141.966
DECOUtilitySolar,500,0.2,1000,0,500,47.377,0.09600000000000002
EES-ARKUtilitySolar,500,0.2,1000,0,500,482.31199999999995,1.1900000000000002
EES-TXUtilitySolar,500,0.2,1000,265,273,197175.04900000003,477.24999999999994
IA-EUtilitySolar,500,0.2,1000,468,500,72159.256,95.18200000000002
IL-CUtilitySolar,500,0.2,1000,0,500,3127.572,4.786
IN-CUtilitySolar,500,0.2,1000,0,500,0.0,0.0
IN-SUtilitySolar,500,0.2,1000,0,500,0.0,0.0
LA-GULFUtilitySolar,500,0.2,1000,77,81,2.409610708e6,2608.8180000000007
LA-NUtilitySolar,500,0.2,1000,375,500,4900.255999999999,10.553999999999998
MECUtilitySolar,500,0.2,1000,234,242,1.0108449789999999e6,639.223
MISO-MOUtilitySolar,500,0.2,1000,375,390,374809.541,378.42400000000004
MISO-MSUtilitySolar,500,0.2,1000,163,171,602161.4400000001,1027.611
MN-CUtilitySolar,500,0.2,1000,437,500,4085.2000000000007,11.759
MN-NEUtilitySolar,500,0.2,1000,250,500,243.492,1.37
MN-SEUtilitySolar,500,0.2,1000,437,500,63428.926,39.230000000000004
NIPSUtilitySolar,500,0.2,1000,0,500,0.0,0.0
SIPCUtilitySolar,500,0.2,1000,460,468,0.0,0.0
UPPCUtilitySolar,500,0.2,1000,367,369,229.399,5.132000000000001
