resourcename,capacity,pval,samples,minelcc,maxelcc,zoneEUE,zoneLOLE
AECIZUtilitySolar,500,0.2,1000,101,109,598907.422,664.623
ATCUtilitySolar,500,0.2,1000,250,500,947.8049999999998,2.0330000000000004
CBPC-NIPCOUtilitySolar,500,0.2,1000,156,171,12909.009000000002,44.708
CONSUtilitySolar,500,0.2,1000,0,500,4050.826000000001,7.4849999999999985
DECOUtilitySolar,500,0.2,1000,0,500,4.266,0.012
EES-ARKUtilitySolar,500,0.2,1000,343,375,1495.04,3.7069999999999994
EES-TXUtilitySolar,500,0.2,1000,187,202,99829.30099999999,199.375
IA-EUtilitySolar,500,0.2,1000,437,500,2789.3239999999996,7.708000000000001
IL-CUtilitySolar,500,0.2,1000,0,500,22.580000000000005,0.059000000000000025
IN-CUtilitySolar,500,0.2,1000,0,500,0.0,0.0
IN-SUtilitySolar,500,0.2,1000,0,500,0.0,0.0
LA-GULFUtilitySolar,500,0.2,1000,46,54,795578.2059999999,1001.418
LA-NUtilitySolar,500,0.2,1000,250,265,8713.007999999998,17.692000000000004
MECUtilitySolar,500,0.2,1000,156,171,493996.7160000001,464.8210000000001
MISO-MOUtilitySolar,500,0.2,1000,250,265,33759.01999999998,59.370999999999995
MISO-MSUtilitySolar,500,0.2,1000,101,109,247342.49399999998,449.77600000000007
MN-CUtilitySolar,500,0.2,1000,437,500,829.8,3.513
MN-NEUtilitySolar,500,0.2,1000,437,500,100.21199999999999,0.7659999999999999
MN-SEUtilitySolar,500,0.2,1000,437,500,31935.386999999995,30.400000000000002
NIPSUtilitySolar,500,0.2,1000,0,500,0.0,0.0
SIPCUtilitySolar,500,0.2,1000,452,468,0.0,0.0
UPPCUtilitySolar,500,0.2,1000,437,500,253.26999999999998,2.766999999999999
