resourcename,capacity,pval,samples,minelcc,maxelcc,zoneEUE,zoneLOLE
AECIZUtilitySolar,500,0.2,1000,132,140,1.8056778429999996e6,1291.2079999999996
ATCUtilitySolar,500,0.2,1000,375,500,9136.002999999999,8.172
CBPC-NIPCOUtilitySolar,500,0.2,1000,437,468,8554.192000000001,18.335
CONSUtilitySolar,500,0.2,1000,250,500,24533.092,21.299999999999997
DECOUtilitySolar,500,0.2,1000,0,500,208.859,0.35200000000000004
EES-ARKUtilitySolar,500,0.2,1000,375,406,13890.376,21.839999999999996
EES-TXUtilitySolar,500,0.2,1000,179,187,344624.635,459.24499999999995
IA-EUtilitySolar,500,0.2,1000,437,500,8494.136,9.573
IL-CUtilitySolar,500,0.2,1000,0,500,310.71899999999994,0.38900000000000007
IN-CUtilitySolar,500,0.2,1000,0,500,0.0,0.0
IN-SUtilitySolar,500,0.2,1000,0,500,0.0,0.0
LA-GULFUtilitySolar,500,0.2,1000,73,77,2.149701451e6,1751.916
LA-NUtilitySolar,500,0.2,1000,265,281,82123.99500000001,93.60500000000002
MECUtilitySolar,500,0.2,1000,437,468,403953.311,173.619
MISO-MOUtilitySolar,500,0.2,1000,265,281,330820.78200000006,296.588
MISO-MSUtilitySolar,500,0.2,1000,132,140,638997.2259999999,765.4400000000002
MN-CUtilitySolar,500,0.2,1000,375,500,1790.228,3.6239999999999997
MN-NEUtilitySolar,500,0.2,1000,375,500,201.98000000000002,0.805
MN-SEUtilitySolar,500,0.2,1000,375,500,43148.259999999995,15.772999999999998
NIPSUtilitySolar,500,0.2,1000,0,500,0.0,0.0
SIPCUtilitySolar,500,0.2,1000,484,500,0.0,0.0
UPPCUtilitySolar,500,0.2,1000,375,500,422.579,4.433999999999999
