resourcename,capacity,energy,pval,samples,minelcc,maxelcc,ZoneEUE,ZoneLOLE
AECIZ6hour,500,3000,0.2,1000,34,38,4.458071242e6,4121.611
ATC6hour,500,3000,0.2,1000,0,500,5496.914,8.353000000000002
CBPC-NIPCO6hour,500,3000,0.2,1000,187,202,77833.023,335.97700000000003
CONS6hour,500,3000,0.2,1000,437,500,133476.24000000002,139.988
DECO6hour,500,3000,0.2,1000,0,500,37.466,0.079
EES-ARK6hour,500,3000,0.2,1000,0,500,544.959,1.2610000000000001
EES-TX6hour,500,3000,0.2,1000,171,187,199177.80599999995,479.44900000000007
IA-E6hour,500,3000,0.2,1000,437,468,73786.70000000001,96.602
IL-C6hour,500,3000,0.2,1000,0,500,2873.757,4.545999999999999
IN-C6hour,500,3000,0.2,1000,0,500,0.0,0.0
IN-S6hour,500,3000,0.2,1000,0,500,0.0,0.0
LA-GULF6hour,500,3000,0.2,1000,50,54,2.3844226849999996e6,2597.878
LA-N6hour,500,3000,0.2,1000,375,500,4759.264000000001,10.036
MEC6hour,500,3000,0.2,1000,156,171,1.0211952710000001e6,642.741
MISO-MO6hour,500,3000,0.2,1000,250,265,377516.614,379.319
MISO-MS6hour,500,3000,0.2,1000,109,117,595421.207,1028.927
MN-C6hour,500,3000,0.2,1000,437,500,4021.592,11.58
MN-NE6hour,500,3000,0.2,1000,250,500,244.69199999999998,1.407
MN-SE6hour,500,3000,0.2,1000,437,500,63138.95599999999,38.902
NIPS6hour,500,3000,0.2,1000,0,500,0.0,0.0
SIPC6hour,500,3000,0.2,1000,413,421,0.0,0.0
UPPC6hour,500,3000,0.2,1000,351,355,237.891,5.239
