resourcename,capacity,pval,samples,minelcc,maxelcc,zoneEUE,zoneLOLE
AECIZUtilitySolar,500,0.2,1000,202,210,114675.67000000001,240.80999999999997
ATCUtilitySolar,500,0.2,1000,250,500,85.247,0.237
CBPC-NIPCOUtilitySolar,500,0.2,1000,179,187,5952.449999999999,20.086
CONSUtilitySolar,500,0.2,1000,0,500,248.50699999999998,0.788
DECOUtilitySolar,500,0.2,1000,0,500,0.0,0.0
EES-ARKUtilitySolar,500,0.2,1000,375,500,34.851,0.126
EES-TXUtilitySolar,500,0.2,1000,437,452,7290.307,29.128999999999998
IA-EUtilitySolar,500,0.2,1000,437,500,243.88099999999997,1.076
IL-CUtilitySolar,500,0.2,1000,0,500,0.314,0.005000000000000001
IN-CUtilitySolar,500,0.2,1000,0,500,0.0,0.0
IN-SUtilitySolar,500,0.2,1000,0,500,0.0,0.0
LA-GULFUtilitySolar,500,0.2,1000,125,132,208424.97899999996,441.45
LA-NUtilitySolar,500,0.2,1000,437,500,199.553,0.678
MECUtilitySolar,500,0.2,1000,202,210,230741.04900000003,282.616
MISO-MOUtilitySolar,500,0.2,1000,468,500,1891.5349999999999,4.853000000000001
MISO-MSUtilitySolar,500,0.2,1000,250,265,49801.952000000005,133.019
MN-CUtilitySolar,500,0.2,1000,437,500,381.71100000000007,1.8159999999999998
MN-NEUtilitySolar,500,0.2,1000,437,500,47.896,0.48199999999999993
MN-SEUtilitySolar,500,0.2,1000,437,500,8539.839,12.993
NIPSUtilitySolar,500,0.2,1000,0,500,0.0,0.0
SIPCUtilitySolar,500,0.2,1000,468,500,0.0,0.0
UPPCUtilitySolar,500,0.2,1000,437,500,67.28300000000002,1.0030000000000001
