resourcename,capacity,energy,pval,samples,minelcc,maxelcc,ZoneEUE,ZoneLOLE
AECIZ6hour,500,3000,0.2,1000,46,54,2.009313261e6,1311.602
ATC6hour,500,3000,0.2,1000,375,500,17999.814000000002,12.28
CBPC-NIPCO6hour,500,3000,0.2,1000,125,156,14835.510999999999,30.811
CONS6hour,500,3000,0.2,1000,0,250,46763.771,36.197
DECO6hour,500,3000,0.2,1000,0,500,1211.8110000000001,1.55
EES-ARK6hour,500,3000,0.2,1000,93,125,12513.189000000002,16.581999999999997
EES-TX6hour,500,3000,0.2,1000,54,62,339638.35500000004,442.59799999999996
IA-E6hour,500,3000,0.2,1000,312,375,16636.612999999998,17.116999999999997
IL-C6hour,500,3000,0.2,1000,0,500,444.794,0.526
IN-C6hour,500,3000,0.2,1000,0,500,0.0,0.0
IN-S6hour,500,3000,0.2,1000,0,500,0.0,0.0
LA-GULF6hour,500,3000,0.2,1000,19,23,2.287896865e6,1828.6719999999998
LA-N6hour,500,3000,0.2,1000,62,77,87194.68299999999,93.064
MEC6hour,500,3000,0.2,1000,62,93,523111.37799999997,225.70200000000003
MISO-MO6hour,500,3000,0.2,1000,46,62,472379.19099999993,357.162
MISO-MS6hour,500,3000,0.2,1000,62,69,500330.749,590.946
MN-C6hour,500,3000,0.2,1000,0,125,4035.318,7.53
MN-NE6hour,500,3000,0.2,1000,375,500,433.38599999999997,1.9150000000000003
MN-SE6hour,500,3000,0.2,1000,375,437,84905.192,28.814999999999998
NIPS6hour,500,3000,0.2,1000,0,500,0.0,0.0
SIPC6hour,500,3000,0.2,1000,281,296,0.0,0.0
UPPC6hour,500,3000,0.2,1000,375,437,868.1050000000001,8.806000000000001
