resourcename,capacity,pval,samples,minelcc,maxelcc,zoneEUE,zoneLOLE
AECIZUtilitySolar,500,0.2,1000,77,93,2658.779000000001,6.145
ATCUtilitySolar,500,0.2,1000,312,375,72.05599999999997,0.23299999999999996
CBPC-NIPCOUtilitySolar,500,0.2,1000,187,218,1307.973,3.616000000000001
CONSUtilitySolar,500,0.2,1000,250,375,36.485999999999976,0.13199999999999992
DECOUtilitySolar,500,0.2,1000,250,375,0.238,0.0020000000000000013
EES-ARKUtilitySolar,500,0.2,1000,62,93,39.455000000000005,0.1260000000000001
EES-TXUtilitySolar,500,0.2,1000,77,93,9514.285,24.748999999999995
IA-EUtilitySolar,500,0.2,1000,312,375,38.9,0.12000000000000002
IL-CUtilitySolar,500,0.2,1000,375,500,0.43700000000000006,0.003
IN-CUtilitySolar,500,0.2,1000,375,500,0.0,0.0
IN-SUtilitySolar,500,0.2,1000,250,375,0.0,0.0
LA-GULFUtilitySolar,500,0.2,1000,46,62,38975.834,59.21399999999999
LA-NUtilitySolar,500,0.2,1000,62,77,483.86000000000007,1.339
MECUtilitySolar,500,0.2,1000,187,218,11365.266,16.264000000000003
MISO-MOUtilitySolar,500,0.2,1000,187,250,148.89700000000008,0.40800000000000003
MISO-MSUtilitySolar,500,0.2,1000,46,62,13590.736,36.00900000000002
MN-CUtilitySolar,500,0.2,1000,375,437,212.61900000000003,0.7210000000000001
MN-NEUtilitySolar,500,0.2,1000,375,437,48.38000000000001,0.25799999999999995
MN-SEUtilitySolar,500,0.2,1000,312,375,2460.767,2.7829999999999995
NIPSUtilitySolar,500,0.2,1000,375,500,0.0,0.0
SIPCUtilitySolar,500,0.2,1000,250,312,0.0,0.0
UPPCUtilitySolar,500,0.2,1000,250,312,34.08800000000001,0.669
