resourcename,capacity,energy,pval,samples,minelcc,maxelcc,ZoneEUE,ZoneLOLE
AECIZ6hour,500,3000,0.2,1000,46,54,1.7954890739999998e6,1286.635
ATC6hour,500,3000,0.2,1000,250,375,8430.804,7.780000000000001
CBPC-NIPCO6hour,500,3000,0.2,1000,62,93,8395.894,18.015000000000004
CONS6hour,500,3000,0.2,1000,250,500,23319.621,20.474999999999994
DECO6hour,500,3000,0.2,1000,0,500,244.38,0.378
EES-ARK6hour,500,3000,0.2,1000,93,125,13624.583999999999,21.088
EES-TX6hour,500,3000,0.2,1000,54,62,342575.10199999996,457.327
IA-E6hour,500,3000,0.2,1000,312,375,8194.948,9.376000000000001
IL-C6hour,500,3000,0.2,1000,0,500,295.48699999999997,0.41600000000000004
IN-C6hour,500,3000,0.2,1000,0,500,0.0,0.0
IN-S6hour,500,3000,0.2,1000,0,500,0.0,0.0
LA-GULF6hour,500,3000,0.2,1000,15,19,2.1340528740000003e6,1748.0759999999998
LA-N6hour,500,3000,0.2,1000,62,77,77605.22000000002,90.54300000000002
MEC6hour,500,3000,0.2,1000,62,93,403586.63500000007,174.416
MISO-MO6hour,500,3000,0.2,1000,62,77,326484.934,293.74799999999993
MISO-MS6hour,500,3000,0.2,1000,23,31,627114.1169999999,755.5219999999999
MN-C6hour,500,3000,0.2,1000,375,500,1801.355,3.586
MN-NE6hour,500,3000,0.2,1000,375,500,172.964,0.7449999999999999
MN-SE6hour,500,3000,0.2,1000,375,500,42879.170000000006,15.773
NIPS6hour,500,3000,0.2,1000,0,500,0.0,0.0
SIPC6hour,500,3000,0.2,1000,312,327,0.0,0.0
UPPC6hour,500,3000,0.2,1000,0,125,403.571,4.238999999999998
