resourcename,capacity,energy,pval,samples,minelcc,maxelcc,ZoneEUE,ZoneLOLE
AECIZ6hour,500,3000,0.2,1000,23,31,1.1256108380000002e6,798.742
ATC6hour,500,3000,0.2,1000,375,500,8974.431999999997,6.289000000000002
CBPC-NIPCO6hour,500,3000,0.2,1000,38,46,55731.262000000024,133.50099999999992
CONS6hour,500,3000,0.2,1000,0,500,5043.3089999999975,5.506000000000002
DECO6hour,500,3000,0.2,1000,0,500,66.406,0.08599999999999998
EES-ARK6hour,500,3000,0.2,1000,125,250,256.98199999999997,0.642
EES-TX6hour,500,3000,0.2,1000,62,93,33094.431000000004,77.43700000000003
IA-E6hour,500,3000,0.2,1000,77,93,34037.14200000001,49.302
IL-C6hour,500,3000,0.2,1000,250,500,315.7300000000001,0.3979999999999999
IN-C6hour,500,3000,0.2,1000,0,500,0.0,0.0
IN-S6hour,500,3000,0.2,1000,0,500,0.0,0.0
LA-GULF6hour,500,3000,0.2,1000,23,31,632956.5479999998,747.7209999999998
LA-N6hour,500,3000,0.2,1000,187,250,3263.1150000000016,5.808
MEC6hour,500,3000,0.2,1000,31,38,1.25830747e6,675.7449999999999
MISO-MO6hour,500,3000,0.2,1000,77,93,256616.18799999997,193.59300000000005
MISO-MS6hour,500,3000,0.2,1000,156,187,76517.884,135.20500000000004
MN-C6hour,500,3000,0.2,1000,125,156,6647.305999999998,13.373999999999999
MN-NE6hour,500,3000,0.2,1000,156,187,403.58,2.127999999999999
MN-SE6hour,500,3000,0.2,1000,62,93,169795.6570000001,96.31
NIPS6hour,500,3000,0.2,1000,0,500,0.0,0.0
SIPC6hour,500,3000,0.2,1000,281,296,0.0,0.0
UPPC6hour,500,3000,0.2,1000,187,218,626.554,4.135000000000002
