resourcename,capacity,pval,samples,minelcc,maxelcc,zoneEUE,zoneLOLE
AECIZUtilitySolar,500,0.2,1000,38,40,1.0557196280999998e7,8088.4400000000005
ATCUtilitySolar,500,0.2,1000,0,500,7896.250000000001,12.988
CBPC-NIPCOUtilitySolar,500,0.2,1000,77,81,1.0676196359999997e6,3654.8990000000003
CONSUtilitySolar,500,0.2,1000,406,421,552907.214,583.084
DECOUtilitySolar,500,0.2,1000,0,500,133.01899999999998,0.328
EES-ARKUtilitySolar,500,0.2,1000,0,500,964.25,2.742
EES-TXUtilitySolar,500,0.2,1000,250,257,390910.41,1026.9959999999999
IA-EUtilitySolar,500,0.2,1000,179,187,1.2635708790000002e6,1597.363
IL-CUtilitySolar,500,0.2,1000,250,500,28049.194000000003,48.63199999999999
IN-CUtilitySolar,500,0.2,1000,0,500,0.0,0.0
IN-SUtilitySolar,500,0.2,1000,0,500,0.0,0.0
LA-GULFUtilitySolar,500,0.2,1000,65,69,3.6155473290000004e6,4231.138999999999
LA-NUtilitySolar,500,0.2,1000,0,500,4507.689,10.398000000000001
MECUtilitySolar,500,0.2,1000,156,163,2.4739516309999996e6,1945.679
MISO-MOUtilitySolar,500,0.2,1000,437,452,593305.082,591.848
MISO-MSUtilitySolar,500,0.2,1000,132,140,1.1442188629999997e6,1994.961
MN-CUtilitySolar,500,0.2,1000,421,437,126571.404,429.29799999999994
MN-NEUtilitySolar,500,0.2,1000,468,500,6711.3110000000015,47.066
MN-SEUtilitySolar,500,0.2,1000,468,500,241994.51000000004,288.23699999999997
NIPSUtilitySolar,500,0.2,1000,0,500,120.299,0.923
SIPCUtilitySolar,500,0.2,1000,288,292,111.06599999999999,5.069000000000001
UPPCUtilitySolar,500,0.2,1000,34,36,357418.332,7598.057
